HSV_H_Mean,HSV_H_Std,HSV_H_Min,HSV_H_Max,HSV_H_Median,HSV_H_Q25,HSV_H_Q75,HSV_S_Mean,HSV_S_Std,HSV_S_Min,HSV_S_Max,HSV_S_Median,HSV_S_Q25,HSV_S_Q75,HSV_V_Mean,HSV_V_Std,HSV_V_Min,HSV_V_Max,HSV_V_Median,HSV_V_Q25,HSV_V_Q75,Image_Name,Label
22.195123625666355,5.464582959538016,0,55,21.0,19.0,26.0,75.9377426430457,75.46814076290575,2,255,29.0,17.0,149.0,169.76391839985172,55.44200334226215,7,253,192.0,125.0,217.0,image_0_116.jpg,overripe
22.2978961496346,5.431435395368966,0,55,22.0,19.0,26.0,73.89381545569694,73.42101062192319,2,255,29.0,17.0,146.0,172.16871994315588,51.53178609068461,52,253,192.0,127.0,217.0,image_0_116.jpg,overripe
21.256185043065507,8.808782010288406,0,174,22.0,21.0,23.0,143.17571017960577,80.75892689854662,0,255,170.0,66.0,202.0,146.4740901773686,61.86640100758775,0,255,155.0,110.0,196.0,image_0_1338.jpg,overripe
30.503051790464795,35.62634960988061,0,179,22.0,20.0,23.0,157.45825491082937,79.51988555117691,3,255,185.0,100.0,225.0,118.9932933560941,46.24826952331908,9,211,121.0,82.0,158.0,image_0_1338.jpg,overripe
17.91271636100128,14.001509750767257,0,173,22.0,17.0,23.0,129.502866980843,92.25337974513481,0,255,164.0,28.0,204.0,107.95926406863246,77.48872135399063,0,255,121.0,4.0,169.0,image_0_1338.jpg,overripe
22.104004046358035,2.8990572702954136,5,43,22.0,21.0,23.0,141.7452302095644,77.22609678584556,2,255,168.0,67.0,199.0,162.0483714867934,46.96911650040741,52,255,164.0,125.0,202.0,image_0_1338.jpg,overripe
21.395716307503758,5.978313012388473,0,40,22.0,21.0,24.0,122.5225005714508,68.8495793037161,0,228,148.0,57.0,177.0,200.80998652835126,47.752502890767396,81,255,207.0,163.0,250.0,image_0_1338.jpg,overripe
25.951756834448453,13.531090167724939,0,174,24.0,23.0,28.0,180.8098602697951,57.27583930283514,0,255,187.0,164.0,218.0,125.96270528341819,49.849675378126285,0,229,131.0,101.0,163.0,image_0_1358.jpg,overripe
25.21781081013523,3.6613286716736457,6,41,24.0,22.0,27.0,196.0154978044777,45.8062426215404,4,255,205.0,183.0,227.0,115.42151528533458,34.68001646037448,35,208,113.0,90.0,143.0,image_0_1358.jpg,overripe
25.478757176066726,3.3045101188114248,6,40,25.0,23.0,27.0,182.1829240857545,48.91319807990924,3,255,186.0,164.0,214.0,135.0412358249248,35.58006088755394,53,230,133.0,109.0,163.0,image_0_1358.jpg,overripe
25.362273677895633,3.4475445950406556,5,41,24.0,23.0,27.0,192.47258305073447,47.34307717750872,3,255,201.0,177.0,226.0,138.8135430813968,39.72312285440699,47,245,137.0,110.0,170.0,image_0_1358.jpg,overripe
25.053409100377447,13.31757690802418,0,173,25.0,23.0,28.0,167.89852270928284,66.97831138427985,0,255,181.0,150.0,209.0,116.43862119533067,56.60034473684928,0,230,125.0,89.0,158.0,image_0_1358.jpg,overripe
21.99763233376793,13.874257615494919,0,174,22.0,20.0,23.0,171.5644224250326,66.35749655539502,0,255,182.0,139.0,220.0,130.00167926988266,65.55119091837769,0,255,136.0,87.0,176.0,image_0_1390.jpg,overripe
22.041262059973924,2.675910728084046,12,37,22.0,21.0,23.0,172.9454185136897,54.973431190874905,13,255,178.0,135.0,214.0,144.16693611473272,49.06747536660617,53,255,140.0,107.0,179.0,image_0_1390.jpg,overripe
21.767207301173404,2.775631151556411,11,38,22.0,20.0,22.0,182.86920469361147,50.56447633243089,14,255,193.0,152.0,226.0,115.02707692307692,42.612163789516615,36,211,111.0,83.0,145.0,image_0_1390.jpg,overripe
39.959436766623206,50.22610480264483,0,179,21.0,18.0,23.0,187.3269778357236,49.38781300848334,16,255,199.0,146.0,230.0,92.07395045632333,46.35080155859241,7,198,88.0,56.0,125.0,image_0_1390.jpg,overripe
22.412693611473273,12.718067285653005,0,175,22.0,21.0,23.0,175.49444589308996,61.03068549097824,0,255,182.0,143.0,221.0,133.83741329856585,62.28307230864073,0,255,138.0,93.0,178.0,image_0_1390.jpg,overripe
21.95656182442457,15.320630037593983,0,176,21.0,21.0,22.0,191.24060022890086,68.47444441608,0,255,212.0,161.0,249.0,129.35130982154212,61.319083127338125,0,246,137.0,93.0,179.0,image_0_1450.jpg,overripe
21.43246365139248,2.474987397469539,0,32,22.0,21.0,22.0,142.72846636429148,47.24590241001441,0,203,163.0,113.0,181.0,194.70157051417914,43.382275889813194,108,255,195.0,158.0,236.0,image_0_1450.jpg,overripe
21.48626594887881,7.107581174407813,0,176,21.0,21.0,22.0,194.17656097664363,57.49635445568513,0,255,209.0,160.0,246.0,139.8949599423509,48.55397730621054,0,246,140.0,104.0,180.0,image_0_1450.jpg,overripe
17.20804544105803,16.809219072580074,0,173,21.0,0.0,22.0,156.588720274681,101.46235787541092,0,255,203.0,0.0,242.0,110.11673943453012,80.01303118603676,0,247,132.0,0.0,177.0,image_0_1450.jpg,overripe
21.298344707727523,1.2388611903316853,0,32,21.0,21.0,22.0,191.43635284642448,58.58673033672749,5,255,207.0,156.0,243.0,142.9334385994659,44.802366150852485,58,248,141.0,106.0,180.0,image_0_1450.jpg,overripe
23.970594762538838,2.8925899885907045,15,40,23.0,23.0,24.0,167.36027272278938,67.92216587998118,12,255,180.0,107.0,223.0,139.5470237214578,53.924581389413255,53,255,129.0,95.0,182.0,image_0_1519.jpg,overripe
24.23457612072792,7.818357055133913,0,175,23.0,23.0,24.0,169.63162696651378,67.84005083862311,0,255,182.0,115.0,226.0,136.09709276520195,58.17380723176337,0,255,128.0,92.0,182.0,image_0_1519.jpg,overripe
23.629037826108398,12.849166554778488,0,175,23.0,22.0,24.0,165.81228732060956,74.67682777957762,0,255,181.0,111.0,228.0,124.52632292745476,68.90636457514816,0,255,121.0,74.0,180.0,image_0_1519.jpg,overripe
23.82587414311782,12.5203635582697,0,173,23.0,22.0,24.0,158.41926813631207,73.34407061770115,0,255,175.0,99.0,216.0,119.95148444049909,69.92724363520584,0,255,113.0,67.0,176.0,image_0_1519.jpg,overripe
25.22282635498348,22.110693608544807,0,179,23.0,20.0,24.0,178.8759061991419,53.35351278941381,15,255,189.0,142.0,222.0,92.63255165951571,47.96438198657215,16,195,83.0,53.0,130.0,image_0_1519.jpg,overripe
21.81778685545151,2.2267822585743655,14,36,22.0,21.0,22.0,173.1478458795631,48.75492324053434,10,244,181.0,143.0,209.0,152.1623163069254,46.36279234463252,59,255,151.0,117.0,184.0,image_0_1524.jpg,overripe
21.8372769286691,2.2510937780995697,14,39,22.0,21.0,22.0,181.37083931940526,50.43374351684428,11,252,188.0,151.0,218.0,157.20268118325168,49.78000191093777,57,255,156.0,120.0,192.0,image_0_1524.jpg,overripe
21.82629428972011,2.225769318689416,15,38,22.0,21.0,22.0,183.543065099614,50.97909971981814,11,255,190.0,154.0,220.0,148.93616395201911,47.90031829216299,53,255,148.0,113.0,182.0,image_0_1524.jpg,overripe
22.474910425285167,10.68812461893064,0,177,22.0,21.0,22.0,187.30043445900333,52.190719236358255,0,255,193.0,162.0,226.0,143.43546293251174,56.39777547956012,0,255,147.0,108.0,182.0,image_0_1524.jpg,overripe
16.41729700725252,15.78464184904677,0,173,21.0,0.0,22.0,131.97898672390218,96.94179349958092,0,255,169.0,0.0,212.0,96.7415401658214,80.55136068818356,0,255,112.0,0.0,161.0,image_0_1524.jpg,overripe
21.592073165689527,8.064229123924132,0,175,21.0,21.0,22.0,202.1142138905657,47.780190559125195,0,255,213.0,177.0,239.0,135.53585102248388,44.91396979212001,0,255,137.0,108.0,163.0,image_0_1538.jpg,overripe
21.237383301221357,1.2171659963840014,6,34,21.0,21.0,22.0,172.70786646930895,43.659303516276715,3,227,186.0,154.0,204.0,156.26553985330477,38.47320414696364,73,255,155.0,128.0,180.0,image_0_1538.jpg,overripe
21.123847483275586,1.2035350221856116,6,34,21.0,21.0,22.0,203.34919913008244,49.851025858763045,5,255,218.0,179.0,243.0,143.92131876855396,41.838364231518206,54,255,142.0,113.0,170.0,image_0_1538.jpg,overripe
21.22914719964277,1.265870064406023,0,45,21.0,21.0,22.0,198.9995121184808,50.135675953863384,6,255,212.0,173.0,237.0,139.2579900935244,39.76280941869472,1,255,138.0,110.0,164.0,image_0_1538.jpg,overripe
19.446924279134382,12.861089117796086,0,177,21.0,21.0,22.0,183.10304223069355,79.12634182642749,0,255,210.0,167.0,237.0,122.93256485103075,62.735044010235,0,255,135.0,103.0,162.0,image_0_1538.jpg,overripe
13.393011514920985,14.115419029572346,0,177,16.0,0.0,21.0,101.97211752365803,84.39306192920411,0,255,122.0,0.0,170.0,97.78293394192976,87.30623988153278,0,255,103.0,0.0,177.0,image_0_1542.jpg,overripe
19.077123459778463,4.370861383363272,0,178,20.0,16.0,22.0,142.24565741092937,70.49599952880459,0,255,159.0,98.0,195.0,152.63746441209355,55.02473719807779,38,255,147.0,107.0,200.0,image_0_1542.jpg,overripe
19.177956821927914,4.261974990508247,0,177,20.0,16.0,22.0,106.26531576702745,54.428555258527915,0,229,111.0,66.0,151.0,150.80059245939808,41.763156151926594,64,239,147.0,116.0,187.0,image_0_1542.jpg,overripe
18.530890879122147,8.740471760042581,0,179,20.0,16.0,22.0,123.97366783083785,67.23502710894695,0,255,137.0,75.0,173.0,139.17393409177356,61.61357392897257,0,255,139.0,101.0,189.0,image_0_1542.jpg,overripe
19.130554306857082,5.920762460291754,0,177,20.0,16.0,22.0,122.1718535680118,62.96625087593792,0,255,131.0,78.0,170.0,150.582546653296,52.06319437154507,0,255,148.0,112.0,194.0,image_0_1542.jpg,overripe
24.785422222222223,2.1370733031905753,11,40,24.0,24.0,25.0,188.43403703703703,50.365554116678894,7,255,191.0,168.0,224.0,145.05301481481482,43.73996389208914,52,253,146.0,112.0,177.0,image_0_1550.jpg,overripe
50.92443703703704,53.5919408107997,0,179,23.0,21.0,36.0,178.60142222222223,58.984024160152316,0,255,194.0,131.0,230.0,74.16304444444444,32.855881961562055,3,160,73.0,47.0,98.0,image_0_1550.jpg,overripe
19.809881481481483,17.120467373791655,0,174,24.0,0.0,25.0,127.21886666666667,92.86772050716566,0,255,159.0,0.0,202.0,86.88055555555556,75.22829072641012,0,252,88.0,0.0,154.0,image_0_1550.jpg,overripe
24.765762962962963,2.1890518096415454,0,40,24.0,24.0,25.0,188.59668888888888,49.91782802729371,7,255,191.0,168.0,224.0,144.6325185185185,44.069234690991145,1,251,145.0,112.0,177.0,image_0_1550.jpg,overripe
24.791762962962963,2.1615393013361683,11,40,24.0,24.0,25.0,189.47692592592594,50.346469229563674,4,255,192.0,168.0,226.0,157.86445925925926,47.798609919003724,56,255,159.0,122.0,193.0,image_0_1550.jpg,overripe
21.794083810564988,2.3005677486056655,2,36,22.0,21.0,23.0,202.45949622134228,34.76277783225263,7,255,206.0,182.0,229.0,123.69229840273054,43.289538468448114,28,212,126.0,93.0,155.0,image_0_156.jpg,overripe
23.036013245959158,10.58707823389244,0,175,22.0,22.0,23.0,186.18374001309343,44.23933073423599,0,255,188.0,161.0,215.0,148.98724345488174,58.372999803183184,0,255,158.0,111.0,191.0,image_0_156.jpg,overripe
22.405597116906396,1.5068317498345158,13,35,22.0,22.0,23.0,184.9072909979597,40.468509339739256,6,255,186.0,159.0,212.0,157.27239387024807,47.796203004200365,52,255,160.0,123.0,192.0,image_0_156.jpg,overripe
18.828113976266597,15.252081300087113,0,173,22.0,19.0,23.0,142.47089893282316,82.49634920101103,0,255,167.0,115.0,199.0,114.12088526736625,84.11628148201886,0,255,135.0,23.0,186.0,image_0_156.jpg,overripe
30.034125506098608,36.35756013417891,0,179,22.0,20.0,23.0,202.15215056155495,41.81609508778074,7,255,211.0,180.0,235.0,101.29056574991579,41.63679432128768,9,187,104.0,71.0,132.0,image_0_156.jpg,overripe
23.497019161829556,3.6478364166933357,7,36,22.0,21.0,24.0,139.1183397664437,31.773970295965196,4,193,145.0,129.0,159.0,167.88077629472485,39.16339275811089,90,255,169.0,136.0,199.0,image_0_1585.jpg,overripe
23.599526601648055,4.017429269267729,0,37,23.0,21.0,25.0,143.02900301521356,33.04632670411436,0,199,149.0,131.0,164.0,193.8887513872929,44.49354011632575,102,255,196.0,157.0,233.0,image_0_1585.jpg,overripe
19.46077766974081,14.217349923263091,0,173,21.0,20.0,24.0,160.11030574462026,89.2023192234173,0,255,189.0,138.0,224.0,106.69697594704225,72.05424521158847,0,244,117.0,53.0,167.0,image_0_1585.jpg,overripe
23.493679837355256,3.641777238049879,8,36,22.0,21.0,24.0,192.90031134289953,43.711532546143225,5,255,193.0,174.0,222.0,146.24408497598634,46.080451137750515,55,251,147.0,109.0,183.0,image_0_1585.jpg,overripe
24.132482787746643,13.725564209744075,0,175,22.0,21.0,24.0,194.82599173026117,50.083414327458804,0,255,195.0,177.0,229.0,135.97232289303358,58.31511486672096,0,248,144.0,96.0,181.0,image_0_1585.jpg,overripe
24.431992488995647,1.6051382586624239,6,35,24.0,24.0,25.0,209.25088705449136,41.43458538654587,8,255,214.0,188.0,246.0,142.25923938887738,42.403335803232444,53,255,139.0,110.0,174.0,image_0_1589.jpg,overripe
24.693889993049883,12.485721355146026,0,175,24.0,23.0,25.0,205.6265835904064,52.3413670845873,0,255,214.0,188.0,246.0,133.017765476205,54.86097314174262,0,254,137.0,104.0,173.0,image_0_1589.jpg,overripe
26.43412629705047,26.77450735174493,0,179,23.0,20.0,24.0,191.3288259178423,51.97613693521902,0,254,208.0,156.0,234.0,117.55350980942046,46.20381017511359,20,240,114.0,82.0,152.0,image_0_1589.jpg,overripe
20.27488325021643,17.7597972607164,0,173,24.0,15.0,25.0,156.69905990513698,93.5141053632431,0,255,194.0,96.0,225.0,101.1730457366515,76.92364363639706,0,254,118.0,2.0,167.0,image_0_1589.jpg,overripe
24.45142843207784,1.9437474779336739,0,34,24.0,24.0,25.0,210.0803531147501,41.70637080585348,0,255,215.0,189.0,248.0,164.1432699693951,48.43268929190171,61,255,161.0,127.0,202.0,image_0_1589.jpg,overripe
62.556010730104596,65.81522178936382,0,179,21.0,16.0,143.0,177.75632681070516,47.92114677739595,3,255,179.0,138.0,220.0,73.04216140905405,34.99747037784768,8,161,69.0,47.0,102.0,image_0_1592.jpg,overripe
16.939487200815154,16.116613182734945,0,173,21.0,0.0,22.0,156.87191457505875,102.35633657820003,0,255,205.0,0.0,244.0,108.5314832913972,79.10955759224824,0,246,130.0,0.0,175.0,image_0_1592.jpg,overripe
21.669622990704735,2.771274220887114,0,32,22.0,21.0,22.0,148.45371082784004,50.559544598085,0,212,169.0,113.0,190.0,199.3528041755911,44.0075349385537,106,255,200.0,163.0,245.0,image_0_1592.jpg,overripe
21.738734429911208,14.462246486068683,0,176,21.0,21.0,22.0,190.15904884692966,69.36377587011089,0,255,212.0,159.0,248.0,129.46334920667928,59.64005964349206,0,245,135.0,96.0,177.0,image_0_1592.jpg,overripe
21.315539936367983,1.2469430440627012,11,32,21.0,21.0,22.0,189.8798373848489,60.514439113212674,3,255,207.0,153.0,244.0,142.16401879847783,43.91261884209158,57,249,139.0,107.0,179.0,image_0_1592.jpg,overripe
22.256532892014896,4.140162200618312,0,177,22.0,21.0,23.0,202.49615225486139,39.758830757151614,0,255,203.0,186.0,230.0,139.34071162598264,36.44447153083403,0,226,142.0,113.0,168.0,image_0_1787.jpg,overripe
22.280372362432768,1.7924291278229167,0,173,22.0,21.0,23.0,201.46433595366156,40.96786582819321,3,255,203.0,186.0,229.0,140.72330161357056,34.275983802664435,58,228,143.0,114.0,169.0,image_0_1787.jpg,overripe
22.269408357467935,1.7971535501710763,0,174,22.0,21.0,23.0,180.16448489863467,34.875404253406415,2,230,183.0,169.0,203.0,160.329954489036,35.2424214120113,75,250,163.0,133.0,189.0,image_0_1787.jpg,overripe
37.959669011170874,48.989675220928454,0,179,21.0,18.0,22.0,190.66988829127018,54.75078850330365,5,255,208.0,145.0,238.0,103.16176251551511,35.40685645034531,18,195,105.0,75.0,133.0,image_0_1787.jpg,overripe
22.727455523376086,11.420939838659985,0,175,22.0,21.0,23.0,201.16033926354984,49.11224452113681,0,255,204.0,187.0,234.0,133.08116673562267,46.680227057526665,0,226,141.0,107.0,168.0,image_0_1787.jpg,overripe
21.857988231623054,1.0707453523334436,8,30,22.0,21.0,22.0,180.41879708465208,39.35803320450012,12,255,186.0,168.0,202.0,160.4258681406856,35.09651406798718,58,237,165.0,139.0,186.0,image_0_1788.jpg,overripe
21.751008558819596,12.94733829583137,0,176,22.0,21.0,22.0,170.7961150982927,54.11121976342098,0,255,181.0,163.0,198.0,137.54903490393616,55.3344923640191,0,224,153.0,119.0,175.0,image_0_1788.jpg,overripe
22.098064235724156,6.842027443800661,0,177,22.0,21.0,22.0,177.17526077653457,38.55686516151438,0,255,182.0,165.0,198.0,149.79742455311373,38.4126007481059,0,223,156.0,131.0,177.0,image_0_1788.jpg,overripe
21.874582088886907,1.073267372678225,8,30,22.0,22.0,22.0,175.72679757500111,38.58248255012442,11,255,181.0,164.0,197.0,152.83080729282753,32.57248282679555,58,224,157.0,133.0,177.0,image_0_1788.jpg,overripe
20.631675433513127,12.545390857837111,0,174,22.0,21.0,22.0,163.82358021664513,63.318066956900324,0,255,181.0,159.0,198.0,133.53141019926002,60.493285646644274,0,224,154.0,112.0,175.0,image_0_1788.jpg,overripe
21.86241845389406,15.103340803060828,0,173,25.0,23.0,26.0,154.79569255575575,83.86618429188468,0,255,178.0,127.0,210.0,105.4561975040516,69.40623684680077,0,234,122.0,33.0,162.0,image_0_1796.jpg,overripe
25.40017440377765,1.9119497510640484,0,36,25.0,24.0,26.0,178.53269659501305,40.71524023238944,0,239,179.0,162.0,206.0,160.3673338433821,39.42007813736871,65,255,160.0,132.0,190.0,image_0_1796.jpg,overripe
25.83883281094466,12.005705696475196,0,173,25.0,24.0,26.0,190.64936614098735,51.11024030287353,0,255,191.0,171.0,225.0,132.69680890446458,49.221337063431676,0,234,139.0,108.0,168.0,image_0_1796.jpg,overripe
25.492271115608315,13.189754011032614,0,173,25.0,24.0,26.0,186.7381968952837,57.182424138564414,0,255,190.0,170.0,223.0,129.59683111626643,53.25704912034481,0,234,138.0,105.0,167.0,image_0_1796.jpg,overripe
25.397360908874028,1.88481516983783,6,36,25.0,24.0,26.0,191.01440476484282,44.81323647841323,5,255,190.0,170.0,221.0,140.57120527818225,36.74091370917963,52,238,140.0,114.0,168.0,image_0_1796.jpg,overripe
27.78283422459893,30.213922747568677,0,179,23.0,20.0,23.0,191.40701604278075,50.65841828648534,15,255,206.0,160.0,232.0,121.09741176470588,55.99646997789709,13,224,124.0,73.0,171.0,image_0_1830.jpg,overripe
24.777304812834224,13.860795727176404,0,175,23.0,23.0,24.0,188.61127272727273,56.37802899303525,0,255,193.0,165.0,233.0,146.10508021390373,67.05206362389984,0,255,155.0,99.0,203.0,image_0_1830.jpg,overripe
25.56042780748663,2.8221044654250838,15,39,25.0,24.0,28.0,140.7052192513369,43.36384891912007,4,208,148.0,120.0,173.0,209.98296256684492,47.14043824872676,105,255,225.0,170.0,255.0,image_0_1830.jpg,overripe
23.84050267379679,2.0119759526271856,16,37,23.0,23.0,24.0,186.3094973262032,52.782055750662416,11,255,190.0,164.0,225.0,156.2865026737968,53.68846629904891,53,255,159.0,110.0,204.0,image_0_1830.jpg,overripe
24.32181818181818,10.934021130608318,0,176,23.0,23.0,24.0,187.0165668449198,55.0896049219763,0,255,191.0,164.0,228.0,149.65332620320856,63.10440045975851,0,255,157.0,105.0,204.0,image_0_1830.jpg,overripe
22.201190226037884,1.5040876553006388,8,35,22.0,22.0,23.0,196.03919640981,45.08848222693518,8,255,200.0,176.0,227.0,160.4602257377,47.50521667455022,52,255,162.0,125.0,198.0,image_0_1839.jpg,overripe
21.46249962477111,2.121411632840286,6,35,22.0,21.0,22.0,205.43240626782338,39.44444084229814,9,255,213.0,189.0,232.0,137.73286704889983,46.10990499613596,32,229,139.0,103.0,174.0,image_0_1839.jpg,overripe
22.714781016420016,2.8861047817638825,0,35,22.0,22.0,24.0,150.21637949148982,35.185496766101615,0,205,159.0,137.0,172.0,205.91439528112147,43.34608791619201,98,255,212.0,173.0,249.0,image_0_1839.jpg,overripe
17.905742502926785,15.965207093071664,0,173,22.0,0.0,22.0,148.47311860234743,91.91748339037831,0,255,184.0,61.0,214.0,110.11056494461621,83.69445836129098,0,255,126.0,1.0,184.0,image_0_1839.jpg,overripe
22.83934950319695,13.75628213555573,0,177,22.0,21.0,23.0,194.09067030888843,55.41436386408005,0,255,202.0,176.0,231.0,144.52634106805152,65.15981259787229,0,255,156.0,106.0,195.0,image_0_1839.jpg,overripe
22.28838873439544,11.434696472565918,0,174,22.0,21.0,22.0,184.31332137813934,56.79516058693653,0,255,193.0,159.0,225.0,140.96637818263724,58.65755395156531,0,255,146.0,105.0,181.0,image_0_1856.jpg,overripe
22.30593168213045,2.7713598309627288,0,36,22.0,21.0,23.0,150.11423274510312,44.43136229016961,0,219,158.0,121.0,185.0,190.86721071462605,46.455293699106015,90,255,193.0,155.0,229.0,image_0_1856.jpg,overripe
23.658289367674193,24.759316267339308,0,179,21.0,18.0,22.0,198.8347844166645,42.48161360477236,20,255,208.0,171.0,233.0,128.5766128682936,54.2833324619558,20,250,128.0,88.0,165.0,image_0_1856.jpg,overripe
21.8318216077137,2.198948575462081,8,35,22.0,21.0,22.0,183.84352556938777,51.13460814836401,14,255,190.0,154.0,221.0,148.78263204858314,47.668770806530134,53,255,148.0,113.0,181.0,image_0_1856.jpg,overripe
16.288813230414707,16.24806549101771,0,174,21.0,0.0,22.0,129.55395864195927,97.76879088816064,0,255,167.0,0.0,211.0,94.66227443234486,81.0435118881216,0,255,108.0,0.0,160.0,image_0_1856.jpg,overripe
24.861610410349513,12.491083551611537,0,176,24.0,23.0,25.0,196.76254479434996,51.76067161235155,0,255,204.0,176.0,233.0,123.50698174006445,51.39904997891255,0,253,127.0,96.0,157.0,image_0_1863.jpg,overripe
24.6612454017471,2.41342094623798,0,34,24.0,24.0,25.0,176.08804881990056,37.97803677997462,0,233,182.0,157.0,203.0,176.73050198188264,42.27944521870174,82,255,175.0,145.0,207.0,image_0_1863.jpg,overripe
